date,store_id,sku,product_category,total_sales_units,on_hand_inventory_units,replenishment_units,inventory_pipeline,units_in_transit,units_in_dc,units_on_order,units_under_promotion,shelf_capacity
2021-04-14,545,64,Category 01,9,104,0,101,0,0,0,0,24
2021-04-15,545,64,Category 01,7,98,0,95,0,0,0,0,24
2021-04-16,545,64,Category 01,4,94,0,103,0,0,12,0,24
2021-04-17,545,64,Category 01,9,87,0,84,0,0,0,0,24
2021-04-18,545,64,Category 01,12,87,0,84,0,0,0,0,24
2021-04-19,545,64,Category 01,14,78,0,75,0,0,0,0,24
2021-04-20,545,64,Category 01,7,63,0,96,0,36,0,0,24
2021-04-21,545,64,Category 01,7,63,0,96,0,36,0,0,24
2021-04-22,545,64,Category 01,11,87,36,84,0,0,0,0,24
2021-04-23,545,64,Category 01,8,79,0,79,0,0,0,0,0
2021-04-24,545,64,Category 01,4,81,0,78,0,0,0,0,24
2021-04-25,545,64,Category 01,4,80,0,77,0,0,0,0,24
2021-04-26,545,64,Category 01,7,76,0,73,0,0,0,0,24
2021-04-27,545,64,Category 01,4,75,0,72,0,0,0,0,24
2021-04-28,545,64,Category 01,6,72,0,69,0,0,0,0,24
2021-04-29,545,64,Category 01,6,69,0,66,0,0,0,0,24
2019-01-04,567,64,Category 01,6,0,0,36,0,0,36,0,50
2019-01-06,567,64,Category 01,0,0,0,108,0,0,108,0,50
2019-01-09,567,64,Category 01,0,24,0,72,0,0,48,0,50
2019-01-11,567,64,Category 01,0,0,0,60,0,0,60,0,50
2019-01-12,567,64,Category 01,0,0,0,108,0,0,108,0,50
2019-01-13,567,64,Category 01,0,0,24,108,24,36,48,0,50
2019-01-21,567,64,Category 01,0,0,0,120,0,0,120,0,50
2019-01-23,567,64,Category 01,0,77,48,168,0,60,36,0,50
2019-01-27,567,64,Category 01,21,0,0,48,0,0,48,0,50
2019-01-28,567,64,Category 01,0,0,24,96,0,24,72,0,50
2019-01-29,567,64,Category 01,0,0,0,132,24,48,60,0,50
2019-02-01,567,64,Category 01,53,53,0,156,0,48,60,0,50
2019-02-03,567,64,Category 01,7,0,0,36,0,0,36,0,50
2019-02-07,567,64,Category 01,0,5,48,204,48,0,156,0,50
2019-02-11,567,64,Category 01,37,120,0,312,0,120,72,0,50
2019-02-12,567,64,Category 01,125,0,0,108,0,0,108,0,50
2019-02-13,567,64,Category 01,0,5,0,108,0,96,12,0,50
2019-02-18,567,64,Category 01,10,0,0,12,0,0,12,0,50
2019-02-19,567,64,Category 01,0,0,0,144,0,144,0,0,50
2019-02-20,567,64,Category 01,0,5,96,144,96,48,0,0,50
2019-02-23,567,64,Category 01,55,43,72,139,48,48,0,0,50
2019-02-26,567,64,Category 01,46,7,60,151,60,84,0,0,50
2019-02-28,567,64,Category 01,57,70,36,142,36,36,0,0,50
2019-03-07,567,64,Category 01,21,86,24,398,24,288,0,0,42
2019-03-09,567,64,Category 01,30,58,264,322,264,0,0,0,42
2019-03-11,567,64,Category 01,27,294,0,294,0,0,0,0,42
2019-03-13,567,64,Category 01,48,233,0,228,0,0,0,0,42
2019-03-23,567,64,Category 01,17,190,0,197,12,0,0,0,42
2019-03-26,567,64,Category 01,17,138,12,169,12,24,0,0,42
2019-03-28,567,64,Category 01,11,135,24,183,24,24,0,0,42
2019-03-30,567,64,Category 01,28,115,24,175,24,36,0,0,42
2019-04-02,567,64,Category 01,10,122,0,194,72,0,0,0,42
2019-04-03,567,64,Category 01,15,212,0,207,0,0,0,0,42
2019-04-08,567,64,Category 01,13,173,0,192,0,24,0,0,42
2019-04-09,567,64,Category 01,21,159,24,178,24,0,0,0,42
2019-04-10,567,64,Category 01,14,166,0,190,0,24,0,0,42
2019-04-11,567,64,Category 01,10,166,24,185,24,0,0,0,42
2019-04-12,567,64,Category 01,10,180,0,180,0,0,0,0,42
2019-04-15,567,64,Category 01,9,196,24,191,0,0,0,0,42
2019-04-17,567,64,Category 01,8,184,0,184,0,0,0,0,42
2019-04-18,567,64,Category 01,13,183,0,178,0,0,0,0,42
2019-04-22,567,64,Category 01,6,163,24,182,24,0,0,0,42
2019-04-23,567,64,Category 01,9,178,0,178,0,0,0,0,42
2019-04-24,567,64,Category 01,17,171,0,166,0,0,0,0,42
2019-04-27,567,64,Category 01,8,162,24,181,24,0,0,0,42
2019-04-28,567,64,Category 01,12,150,0,174,24,0,0,0,42
2019-04-29,567,64,Category 01,16,168,0,163,0,0,0,0,42
2019-04-30,567,64,Category 01,10,163,0,194,0,36,0,0,42
2019-05-07,567,64,Category 01,9,195,0,190,0,0,0,0,42
2019-05-08,567,64,Category 01,6,194,0,189,0,0,0,0,42
2019-05-09,567,64,Category 01,7,192,0,187,0,0,0,0,42
2019-05-10,567,64,Category 01,15,5,0,0,0,0,0,0,42
2019-05-13,567,64,Category 01,7,174,0,169,0,0,0,0,42
2019-05-18,567,64,Category 01,8,181,0,176,0,0,0,0,42
2019-05-23,567,64,Category 01,12,159,24,178,24,0,0,0,42
2019-05-24,567,64,Category 01,9,173,0,173,0,0,0,0,42
2019-05-27,567,64,Category 01,8,169,0,164,0,0,0,0,42
2019-05-28,567,64,Category 01,9,165,0,160,0,0,0,0,42
2019-05-30,567,64,Category 01,14,148,0,148,0,0,0,0,42
2019-06-03,567,64,Category 01,0,138,0,133,0,0,0,0,42
2019-06-04,567,64,Category 01,6,138,0,133,0,0,0,0,42
2019-06-05,567,64,Category 01,9,128,0,128,0,0,0,0,42
2019-06-07,567,64,Category 01,0,131,0,138,0,12,0,0,42
2019-06-09,567,64,Category 01,9,130,0,125,0,0,0,0,42
2019-06-10,567,64,Category 01,6,129,0,124,0,0,0,0,42
2019-06-13,567,64,Category 01,11,120,0,139,0,24,0,0,42
2019-06-14,567,64,Category 01,8,116,0,159,0,48,0,0,42
2019-06-18,567,64,Category 01,10,141,0,141,0,0,0,0,42
2019-06-20,567,64,Category 01,0,146,0,153,0,12,0,0,42
2019-06-21,567,64,Category 01,10,141,12,172,12,24,0,0,42
2019-06-22,567,64,Category 01,9,288,0,336,0,48,0,0,42
2019-06-24,567,64,Category 01,6,339,0,334,0,0,0,0,42
2019-06-25,567,64,Category 01,7,333,0,328,0,0,0,0,42
2019-06-30,567,64,Category 01,14,145,0,140,0,0,0,0,42
2019-07-01,567,64,Category 01,8,142,0,137,0,0,0,0,42
2019-07-03,567,64,Category 01,6,138,0,133,0,0,0,0,42
2019-07-04,567,64,Category 01,8,138,0,133,0,0,0,0,42
2019-07-05,567,64,Category 01,7,133,0,128,0,0,0,0,42
2019-07-07,567,64,Category 01,10,128,0,123,0,0,0,0,42
2019-07-08,567,64,Category 01,9,119,0,119,0,0,0,0,42
2019-07-09,567,64,Category 01,0,124,0,119,0,0,0,0,42
2019-07-10,567,64,Category 01,6,123,0,118,0,0,0,0,42
2019-07-11,567,64,Category 01,11,111,0,111,0,0,0,0,42
2019-07-17,567,64,Category 01,0,111,0,106,0,0,0,0,42
2019-07-19,567,64,Category 01,6,109,0,104,0,0,0,0,42
2019-07-20,567,64,Category 01,8,209,0,204,0,0,0,0,42
2019-07-22,567,64,Category 01,8,189,0,184,0,0,0,0,42
2019-07-24,567,64,Category 01,9,181,0,344,0,168,0,0,42
2019-07-27,567,64,Category 01,6,168,0,175,0,12,0,0,42
2019-08-01,567,64,Category 01,6,170,0,182,0,12,0,0,42
2019-08-03,567,64,Category 01,0,182,0,182,0,0,0,0,42
2019-08-04,567,64,Category 01,0,182,0,182,0,0,0,0,42
2019-08-10,567,64,Category 01,0,172,0,172,0,0,0,0,42
2019-08-12,567,64,Category 01,0,172,0,167,0,0,0,0,42
2019-08-13,567,64,Category 01,9,168,0,163,0,0,0,0,42
2019-08-14,567,64,Category 01,7,166,0,173,0,12,0,0,42
2019-08-16,567,64,Category 01,7,175,108,266,96,0,0,0,42
2019-08-17,567,64,Category 01,9,262,0,262,0,0,0,0,42
2019-08-18,567,64,Category 01,9,263,0,258,0,0,0,0,42
2019-08-22,567,64,Category 01,6,251,0,246,0,0,0,0,42
2019-08-25,567,64,Category 01,10,242,0,237,0,0,0,0,42
2019-08-26,567,64,Category 01,6,241,0,236,0,0,0,0,42
2019-08-28,567,64,Category 01,9,235,0,230,0,0,0,0,42
2019-08-31,567,64,Category 01,9,221,0,221,0,0,0,0,42
2019-09-01,567,64,Category 01,0,226,0,221,0,0,0,0,42
2019-09-03,567,64,Category 01,10,213,0,208,0,0,0,0,42
2019-09-06,567,64,Category 01,9,202,0,197,0,0,0,0,42
2019-09-08,567,64,Category 01,6,194,0,189,0,0,0,0,42
2019-09-16,567,64,Category 01,7,196,0,191,0,0,0,0,42
2019-09-17,567,64,Category 01,6,195,0,190,0,0,0,0,42
2019-09-19,567,64,Category 01,10,188,0,183,0,0,0,0,42
2019-09-20,567,64,Category 01,8,185,0,180,0,0,0,0,42
2019-09-23,567,64,Category 01,7,165,0,160,0,0,0,0,42
2019-09-24,567,64,Category 01,8,162,0,157,0,0,0,0,42
2019-09-25,567,64,Category 01,12,155,0,150,0,0,0,0,42
2019-09-26,567,64,Category 01,9,151,0,146,0,0,0,0,42
2019-09-29,567,64,Category 01,10,134,0,129,0,0,0,0,42
2019-10-07,567,64,Category 01,15,169,0,248,0,84,0,0,42
2019-10-08,567,64,Category 01,12,162,0,157,0,0,0,0,42
2019-10-09,567,64,Category 01,11,156,0,151,0,0,0,0,42
2019-10-10,567,64,Category 01,6,155,0,150,0,0,0,0,42
2019-10-11,567,64,Category 01,11,149,0,144,0,0,0,0,42
2019-10-12,567,64,Category 01,11,143,0,138,0,0,0,0,42
2019-10-13,567,64,Category 01,15,133,0,128,0,0,0,0,42
2019-10-14,567,64,Category 01,13,125,0,120,0,0,0,0,42
2019-10-18,567,64,Category 01,13,89,0,144,0,0,60,0,42
2019-10-19,567,64,Category 01,11,84,0,115,0,0,36,0,42
2019-10-21,567,64,Category 01,15,64,36,107,36,0,12,0,42
2019-10-22,567,64,Category 01,9,55,0,103,36,0,12,0,42
2019-10-23,567,64,Category 01,9,94,0,101,0,12,0,0,42
2019-10-25,567,64,Category 01,7,88,0,83,0,0,0,0,42
2019-10-26,567,64,Category 01,8,85,0,80,0,0,0,0,42
2019-10-27,567,64,Category 01,10,80,0,75,0,0,0,0,42
2019-10-28,567,64,Category 01,13,67,0,67,0,0,0,0,42
2019-11-10,567,64,Category 01,0,53,0,84,0,0,36,0,42
2019-11-11,567,64,Category 01,14,44,36,87,36,0,12,0,42
2019-11-14,567,64,Category 01,32,24,0,84,0,0,60,0,42
2019-11-17,567,64,Category 01,0,12,12,24,12,0,0,0,42
2019-11-25,567,64,Category 01,0,108,0,204,0,96,0,0,42
2019-11-26,567,64,Category 01,36,5,0,0,0,0,0,0,42
2019-11-27,567,64,Category 01,25,62,0,57,0,0,0,0,42
2019-11-28,567,64,Category 01,7,60,0,55,0,0,0,0,42
2019-12-04,567,64,Category 01,8,43,0,74,0,12,24,0,42
2019-12-05,567,64,Category 01,13,35,0,54,0,0,24,0,42
2019-12-06,567,64,Category 01,21,14,0,38,0,0,24,0,42
2019-12-08,567,64,Category 01,0,41,0,108,0,24,48,0,42
2019-12-09,567,64,Category 01,22,19,0,67,0,0,48,0,42
2019-12-12,567,64,Category 01,0,12,0,60,0,0,48,0,42
2019-12-14,567,64,Category 01,0,12,0,48,0,0,36,0,42
2019-12-15,567,64,Category 01,0,12,0,60,0,0,48,0,42
2019-12-16,567,64,Category 01,0,12,0,84,0,0,72,0,42
2019-12-18,567,64,Category 01,0,41,0,108,0,24,48,0,42
2019-12-20,567,64,Category 01,7,26,0,93,0,72,0,0,42
2019-12-21,567,64,Category 01,16,87,72,106,0,0,24,0,42
2019-12-23,567,64,Category 01,30,50,0,74,0,0,24,0,42
2019-12-28,567,64,Category 01,0,66,0,85,0,0,24,0,42
2019-12-29,567,64,Category 01,12,60,0,175,0,0,120,0,42
2019-12-31,567,64,Category 01,18,46,0,209,0,12,156,0,42
2020-01-02,567,64,Category 01,14,28,0,196,0,0,168,0,42
2020-01-05,567,64,Category 01,0,13,96,181,96,0,72,0,42
2020-01-06,567,64,Category 01,0,121,60,181,48,0,12,0,42
2020-01-10,567,64,Category 01,19,95,12,191,12,0,84,0,42
2020-01-11,567,64,Category 01,10,102,0,234,0,12,120,0,42
2020-01-12,567,64,Category 01,11,101,0,216,0,0,120,0,42
2020-01-15,567,64,Category 01,40,144,0,163,0,0,24,0,42
2020-01-20,567,64,Category 01,24,110,0,177,0,72,0,0,42
2020-01-21,567,64,Category 01,10,105,0,100,0,0,0,0,42
2020-01-24,567,64,Category 01,9,76,0,143,0,0,72,0,42
2020-01-26,567,64,Category 01,17,58,0,113,0,0,60,0,42
2020-01-30,567,64,Category 01,20,69,0,124,0,0,60,0,42
2020-02-02,567,64,Category 01,9,57,0,136,0,0,84,0,42
2020-02-03,567,64,Category 01,21,41,0,156,0,0,120,0,42
2020-02-05,567,64,Category 01,20,13,60,145,60,0,72,0,42
2020-02-06,567,64,Category 01,0,73,0,265,0,60,132,0,42
2020-02-09,567,64,Category 01,27,109,0,260,0,84,72,0,42
2020-02-10,567,64,Category 01,17,96,72,163,72,0,0,0,42
2020-02-13,567,64,Category 01,54,78,0,150,0,0,72,0,42
2020-02-15,567,64,Category 01,13,51,0,118,0,0,72,0,42
2020-02-16,567,64,Category 01,23,33,0,100,0,0,72,0,42
2020-02-20,567,64,Category 01,44,34,0,149,0,120,0,0,42
2020-02-26,567,64,Category 01,21,88,24,167,36,48,0,0,48
2020-03-01,567,64,Category 01,27,101,36,185,36,48,0,0,48
2020-03-03,567,64,Category 01,10,145,24,193,24,24,0,0,48
2020-03-04,567,64,Category 01,45,105,24,189,48,36,0,0,48
2020-03-05,567,64,Category 01,28,106,0,190,24,60,0,0,48
2020-03-06,567,64,Category 01,30,110,36,189,36,48,0,0,48
2020-03-12,567,64,Category 01,48,37,60,181,84,60,0,0,48
2020-03-13,567,64,Category 01,41,37,60,157,120,0,0,0,48
2020-03-14,567,64,Category 01,16,74,0,134,60,0,0,0,48
2020-03-16,567,64,Category 01,65,14,0,14,0,0,0,0,48
2020-03-19,567,64,Category 01,0,17,12,204,156,36,0,0,48
2020-03-21,567,64,Category 01,148,24,0,168,24,120,0,0,48
2020-03-22,567,64,Category 01,29,29,0,168,0,144,0,0,48
2020-03-25,567,64,Category 01,92,62,0,62,0,0,0,0,48
2020-03-29,567,64,Category 01,0,6,12,73,12,60,0,0,48
2020-03-31,567,64,Category 01,21,57,60,57,0,0,0,0,48
2020-04-01,567,64,Category 01,42,21,0,21,0,0,0,0,48
2020-04-02,567,64,Category 01,24,1,0,61,0,60,0,0,48
2020-04-03,567,64,Category 01,0,1,0,121,0,120,0,0,48
2020-04-04,567,64,Category 01,0,1,60,121,60,60,0,0,48
2020-04-05,567,64,Category 01,0,97,60,121,24,0,0,0,48
2020-04-09,567,64,Category 01,0,27,0,51,0,24,0,0,48
2020-04-12,567,64,Category 01,0,27,24,51,24,0,0,0,48
2020-04-17,567,64,Category 01,0,4,0,4,0,0,0,0,48
2020-04-18,567,64,Category 01,0,4,0,4,0,0,0,0,48
2020-04-19,567,64,Category 01,0,4,0,4,0,0,0,0,48
2020-04-20,567,64,Category 01,0,4,0,4,0,0,0,0,48
2020-04-24,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-04-25,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-04-26,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-04-27,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-04-28,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-04-30,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-05-01,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-05-02,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-05-06,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-05-08,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-05-12,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-05-18,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-05-23,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-05-24,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-05-31,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-06-01,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-06-06,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-06-07,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-06-10,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-06-11,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-06-13,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-06-19,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-06-22,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-06-25,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-06-28,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-07-02,567,64,Category 01,0,0,0,0,0,0,0,0,48
2020-07-07,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-07-09,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-07-10,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-07-12,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-07-14,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-07-15,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-07-17,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-07-21,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-07-22,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-07-23,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-07-24,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-07-30,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-07-31,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-08-06,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-08-07,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-08-09,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-08-10,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-08-17,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-08-18,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-08-20,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-08-24,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-08-27,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-08-28,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-08-31,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-09-01,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-09-09,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-09-13,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-09-17,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-09-20,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-09-25,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-09-26,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-09-27,567,64,Category 01,0,0,0,0,0,0,0,0,84
2020-10-03,567,64,Category 01,0,0,0,72,0,0,72,0,84
2020-10-04,567,64,Category 01,0,0,0,60,0,0,60,0,84
2020-10-10,567,64,Category 01,0,0,0,84,0,0,84,0,84
2020-10-12,567,64,Category 01,0,0,0,60,0,0,60,0,84
2020-10-14,567,64,Category 01,0,0,0,252,0,0,252,0,84
2020-10-18,567,64,Category 01,0,5,72,0,0,0,0,0,84
2020-11-05,567,64,Category 01,16,181,0,181,0,0,0,0,84
2020-11-07,567,64,Category 01,18,169,0,212,0,0,48,0,84
2020-11-08,567,64,Category 01,8,166,0,197,0,0,36,0,84
2020-11-09,567,64,Category 01,6,165,0,196,0,0,36,0,84
2020-11-11,567,64,Category 01,10,140,0,279,0,0,144,0,84
2020-11-13,567,64,Category 01,11,144,12,247,12,0,96,0,84
2020-11-16,567,64,Category 01,12,0,0,0,0,0,0,0,84
2020-11-17,567,64,Category 01,7,139,0,206,0,0,72,0,84
2020-11-20,567,64,Category 01,15,112,24,208,24,0,72,0,84
2020-11-26,567,64,Category 01,0,50,12,242,12,0,180,0,84
2020-11-28,567,64,Category 01,11,56,0,356,0,0,300,0,84
2020-12-02,567,64,Category 01,10,43,204,259,204,0,12,0,84
2020-12-03,567,64,Category 01,0,43,0,271,204,0,24,0,84
2020-12-05,567,64,Category 01,7,241,0,325,0,0,84,0,84
2020-12-11,567,64,Category 01,0,238,0,298,0,0,60,0,84
2020-12-12,567,64,Category 01,0,238,0,298,0,12,48,0,84
2020-12-13,567,64,Category 01,0,243,12,262,12,0,12,0,84
2020-12-15,567,64,Category 01,6,249,0,249,0,0,0,0,84
2020-12-16,567,64,Category 01,7,251,0,246,0,0,0,0,84
2020-12-19,567,64,Category 01,9,239,0,234,0,0,0,0,84
2020-12-20,567,64,Category 01,6,5,0,0,0,0,0,0,84
2020-12-22,567,64,Category 01,6,237,0,232,0,0,0,0,84
2020-12-23,567,64,Category 01,6,236,0,231,0,0,0,0,84
2020-12-26,567,64,Category 01,6,229,0,229,0,0,0,0,84
2021-01-01,567,64,Category 01,0,219,0,214,0,0,0,0,84
2021-01-02,567,64,Category 01,7,217,0,212,0,0,0,0,84
2021-01-04,567,64,Category 01,22,5,0,0,0,0,0,0,84
2021-01-05,567,64,Category 01,9,188,0,183,0,0,0,0,84
2021-01-07,567,64,Category 01,7,186,0,181,0,0,0,0,84
2021-01-08,567,64,Category 01,10,181,0,176,0,0,0,0,84
2021-01-09,567,64,Category 01,10,176,0,171,0,0,0,0,84
2021-01-10,567,64,Category 01,8,173,0,168,0,0,0,0,84
2021-01-13,567,64,Category 01,11,146,0,141,0,0,0,0,84
2021-01-14,567,64,Category 01,13,138,0,133,0,0,0,0,84
2021-01-15,567,64,Category 01,7,136,0,131,0,0,0,0,84
2021-01-17,567,64,Category 01,11,121,0,116,0,0,0,0,84
2021-01-19,567,64,Category 01,8,118,0,113,0,0,0,0,84
2021-01-23,567,64,Category 01,13,92,0,116,0,0,24,0,84
2021-01-24,567,64,Category 01,0,97,0,116,0,0,24,0,84
2021-01-25,567,64,Category 01,10,92,0,111,0,0,24,0,84
2021-01-26,567,64,Category 01,6,91,0,122,0,0,36,0,84
2021-01-31,567,64,Category 01,10,99,0,94,0,0,0,0,84
2021-02-01,567,64,Category 01,8,96,0,91,0,0,0,0,84
2021-02-06,567,64,Category 01,7,84,0,103,0,0,24,0,84
2021-02-07,567,64,Category 01,8,5,0,0,0,0,0,0,84
2021-02-08,567,64,Category 01,8,78,0,85,0,0,12,0,84
2021-02-09,567,64,Category 01,9,74,0,93,0,0,24,0,84
2021-02-10,567,64,Category 01,7,72,12,103,12,0,24,0,84
2021-02-11,567,64,Category 01,6,66,0,102,12,12,12,0,84
2021-02-12,567,64,Category 01,11,77,0,120,0,12,36,0,84
2021-02-13,567,64,Category 01,7,75,12,106,12,0,24,0,48
2021-02-14,567,64,Category 01,7,68,0,92,12,0,12,0,48
2021-02-15,567,64,Category 01,0,80,0,92,0,0,12,0,48
2021-02-16,567,64,Category 01,0,80,0,92,0,0,12,0,48
2021-02-17,567,64,Category 01,0,85,0,80,0,0,0,0,48
2021-02-18,567,64,Category 01,9,81,12,88,12,0,0,0,48
2021-02-19,567,64,Category 01,7,76,0,88,12,0,0,0,48
2021-02-20,567,64,Category 01,6,90,0,85,0,0,0,0,48
2021-02-21,567,64,Category 01,9,86,0,81,0,0,0,0,48
2021-02-22,567,64,Category 01,6,165,0,160,0,0,0,0,48
2021-02-23,567,64,Category 01,7,156,0,156,0,0,0,0,48
2021-02-24,567,64,Category 01,0,83,0,78,0,0,0,0,48
2021-02-25,567,64,Category 01,11,83,0,78,0,0,0,0,48
2021-02-26,567,64,Category 01,7,77,0,72,0,0,0,0,48
2021-02-27,567,64,Category 01,11,69,0,64,0,0,0,0,48
2021-02-28,567,64,Category 01,7,64,0,64,0,0,0,0,48
2021-03-01,567,64,Category 01,0,67,0,62,0,0,0,0,48
2021-03-02,567,64,Category 01,7,65,0,60,0,0,0,0,48
2021-03-03,567,64,Category 01,10,60,0,67,0,0,12,0,48
2021-03-04,567,64,Category 01,7,58,0,65,0,0,12,0,48
2021-03-05,567,64,Category 01,6,57,0,76,0,0,24,0,48
2021-03-06,567,64,Category 01,12,50,0,57,0,0,12,0,48
2021-03-07,567,64,Category 01,10,50,0,57,0,0,12,0,48
2021-03-08,567,64,Category 01,9,41,0,72,0,0,36,0,48
2021-03-09,567,64,Category 01,8,41,24,72,0,0,36,0,48
2021-03-10,567,64,Category 01,7,55,0,103,0,24,24,0,48
2021-03-11,567,64,Category 01,7,53,0,77,0,0,24,0,48
2021-03-12,567,64,Category 01,0,58,24,77,0,0,24,0,48
2021-03-13,567,64,Category 01,9,73,0,229,0,24,132,0,48
2021-03-14,567,64,Category 01,12,71,0,150,0,0,84,0,48
2021-03-15,567,64,Category 01,19,57,0,88,0,0,36,0,48
2021-03-16,567,64,Category 01,25,57,0,88,0,0,36,0,48
2021-03-17,567,64,Category 01,11,38,0,81,0,0,48,0,48
2021-03-18,567,64,Category 01,6,30,0,133,0,0,108,0,48
2021-03-19,567,64,Category 01,14,30,0,133,0,0,108,0,48
2021-03-20,567,64,Category 01,14,21,0,208,0,0,192,0,48
2021-03-21,567,64,Category 01,8,12,0,199,0,0,192,0,48
2021-03-22,567,64,Category 01,8,10,96,233,0,0,228,0,48
2021-03-23,567,64,Category 01,7,1,0,253,96,0,156,0,48
2021-03-24,567,64,Category 01,9,91,60,295,60,0,144,0,48
2021-03-25,567,64,Category 01,0,151,0,379,0,60,168,0,48
2021-03-26,567,64,Category 01,6,156,0,379,0,60,168,0,48
2021-03-27,567,64,Category 01,11,149,0,288,0,0,144,0,48
2021-03-28,567,64,Category 01,11,149,0,288,0,0,144,0,48
2021-03-29,567,64,Category 01,13,136,0,323,0,0,192,0,48
2021-03-30,567,64,Category 01,12,129,192,316,0,192,0,0,48
2021-03-31,567,64,Category 01,14,114,0,306,192,0,0,0,48
2021-04-01,567,64,Category 01,13,303,0,298,0,0,0,0,48
2021-04-02,567,64,Category 01,13,290,0,290,0,0,0,0,48
2021-04-03,567,64,Category 01,0,295,0,290,0,0,0,0,48
2021-04-04,567,64,Category 01,14,295,0,290,0,0,0,0,48
2021-04-05,567,64,Category 01,7,284,0,279,0,0,0,0,48
2021-04-06,567,64,Category 01,14,275,0,270,0,0,0,0,48
2021-04-07,567,64,Category 01,10,275,0,270,0,0,0,0,48
2021-04-08,567,64,Category 01,10,266,0,261,0,0,0,0,48
2021-04-09,567,64,Category 01,9,266,0,261,0,0,0,0,48
2021-04-10,567,64,Category 01,14,252,0,247,0,0,0,0,48
2021-04-11,567,64,Category 01,12,252,0,247,0,0,0,0,48
2021-04-12,567,64,Category 01,11,245,0,240,0,0,0,0,48
2021-04-13,567,64,Category 01,9,239,0,234,0,0,0,0,48
2021-04-14,567,64,Category 01,6,235,0,230,0,0,0,0,48
2021-04-15,567,64,Category 01,9,234,0,229,0,0,0,0,48
2021-04-16,567,64,Category 01,7,231,0,226,0,0,0,0,48
2021-04-17,567,64,Category 01,12,221,0,216,0,0,0,0,48
2021-04-18,567,64,Category 01,8,221,0,216,0,0,0,0,48
2021-04-19,567,64,Category 01,9,218,0,213,0,0,0,0,48
2021-04-20,567,64,Category 01,14,205,0,200,0,0,0,0,48
2021-04-21,567,64,Category 01,8,205,0,200,0,0,0,0,48
2021-04-22,567,64,Category 01,8,198,0,193,0,0,0,0,48
2021-04-23,567,64,Category 01,6,197,0,192,0,0,0,0,0
2021-04-24,567,64,Category 01,11,191,0,186,0,0,0,0,48
2021-04-25,567,64,Category 01,9,187,0,182,0,0,0,0,48
